name	symbol	drugs	ID	ADME	target	dbsnp	mutype	tag	clinvarID	clinvar_clnsig	primary	SNP rs	Chromosome	Location	Population	PubMed	Context	P-Value	disease	NºDrogas	Nº Variantes	Tipo Gen	
hsa:1813	DRD2	Amphetamine,Ziprasidone,Cabergoline,Ropinirole,Olanzapine,Clozapine,Mirtazapine,Loxapine,Remoxipride,Pramipexole,Promazine,Prochlorperazine,Droperidol,Imipramine,Chlorpromazine,Buspirone,Haloperidol,Triflupromazine,Nortriptyline,Amoxapine,Lamotrigine,Cinnarizine,Lisuride,Fluphenazine,Thioridazine,Ergotamine,Apomorphine,Trimipramine,Risperidone,Propiomazine,Minaprine,Trifluoperazine,Perphenazine,Flupentixol,Amantadine,Mesoridazine,Maprotiline,Dopamine,Memantine,Ergoloid mesylate,Promethazine,Pimozide,Doxepin,Desipramine,Domperidone,Pergolide,Bromocriptine,Ketamine,Quetiapine,Metoclopramide,Levodopa,Aripiprazole,Chlorprothixene,Paliperidone,Yohimbine,Methotrimeprazine,Acepromazine,Molindone,Pipotiazine,Thioproperazine,Thiothixene,Zuclopenthixol,Fluspirilene,Tetrabenazine,Iloperidone,Rotigotine,Pimavanserin,Cariprazine,Sertindole,Mianserin,Asenapine,Amisulpride,Lurasidone,Perospirone,Brexpiprazole,Blonanserin,Melperone,Zotepine,Pipamperone	DB00182,DB00246,DB00248,DB00268,DB00334,DB00363,DB00370,DB00408,DB00409,DB00413,DB00420,DB00433,DB00450,DB00458,DB00477,DB00490,DB00502,DB00508,DB00540,DB00543,DB00555,DB00568,DB00589,DB00623,DB00679,DB00696,DB00714,DB00726,DB00734,DB00777,DB00805,DB00831,DB00850,DB00875,DB00915,DB00933,DB00934,DB00988,DB01043,DB01049,DB01069,DB01100,DB01142,DB01151,DB01184,DB01186,DB01200,DB01221,DB01224,DB01233,DB01235,DB01238,DB01239,DB01267,DB01392,DB01403,DB01614,DB01618,DB01621,DB01622,DB01623,DB01624,DB04842,DB04844,DB04946,DB05271,DB05316,DB06016,DB06144,DB06148,DB06216,DB06288,DB08815,DB08922,DB09128,DB09223,DB09224,DB09225,DB09286		True	rs1799732,rs6277,rs1801028,rs104894220,rs12364283,rs1076560,rs2283265	noncoding,synonymous,nonsense,missense,regulatory,splice	DFP,DP,DM?,DM	198436,256813,16771,375655	Benign,Uncertain_significance,drug_response	None	None	None	None	None	None	None	None	None	79	7	T	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	[PDE10A][PDE11A][PDE1A][PDE1B][PDE2A][PDE3A][PDE1C]	Dipyridamole,Tofisopam,Triflusal,Tadalafil,Caffeine,Nicardipine,Felodipine,Bepridil,Anagrelide,Theophylline,Aminophylline,Oxtriphylline	DB00975,DB08811,DB08814,DB00820,DB00201,DB00622,DB01023,DB01244,DB00261,DB00277,DB01223,DB01303		True	rs778899140,rs875989839,rs875989841,rs875989840,rs529789124,rs76308115,rs1438588949,rs77934668,rs17400325,rs140269105,rs74357545,rs77063376,rs77597060,rs79903863,rs374570863,rs148955609,rs115616942,rs182089527,,rs794726865,rs794726864,rs794726866,rs794726868,rs794726867,rs759348350,rs141325069,rs775633137	missense,frameshift,nonsense,splice,gross,regulatory,inframe	DM,DM?,DFP	225633,225634,225636,225635,208602,5286,377121,,193021,193022,193023,193025,193024,193020,433528	Pathogenic,Conflicting_interpretations_of_pathogenicity,Likely_benign,,Likely_pathogenic	None	2270221	7	31864413	European	23472165	intron	0.000001	True	12	27	TD	
hsa:132	ADK	Adenosine	DB00640	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:1633	DCK	Gemcitabine,Lamivudine,Zalcitabine	DB00441,DB00709,DB00943	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	0	T	
hsa:353	APRT	Citric Acid	DB04272		True	rs1437920638,rs121912681,rs1449730265,rs776240467,rs745594160,rs281860265,rs281860266,rs200392753,rs201944035,rs918734933,rs369681854,rs1165408563,rs758634272,rs768425517,rs745872435,rs370665100,rs752977102,rs28999113,rs104894507,rs104894506,rs762509151,rs767177754,rs3169258,rs930107496,rs104894508,rs387906584	frameshift,inframe,gross,noncoding,missense,initiation,nonsense,nonstop,canonical-splice	DM	18294,203396,18299,41012,18296,18298,18297,18300,18302	Pathogenic	None	None	None	None	None	None	None	None	None	1	26	T	
hsa:5167 hsa:5169	[ENPP1]	Amifostine	DB01143		True	rs762731863,rs1401810953,rs397832689,rs1199274808,rs587776797,rs879633475,rs765071179,rs373044722,rs121918024,rs79079368,rs115371819,rs28933977,rs370184526,rs121918023,rs754659608,rs267606784,rs374270497,rs121918026,rs184483616,rs367759638,rs760786509,rs143771474,rs764735802,rs148462924,rs1358861335,rs1243920034,rs140248167,rs143393727,rs147346173,rs121908249,rs121908248,rs763457176,rs1231182870,rs387906673,rs777367269,rs397518475,rs397518476,rs397518477,rs1474708212,rs765842845,rs777443565,rs755557694,rs1044498,rs190947144,rs7754561,rs997509,rs75272847,rs121918025,rs753851892,rs770775549	frameshift,inframe,noncoding,gross,missense,nonsense,regulatory,splice,canonical-splice	DM,DP,DM?,DFP	13587,500980,355347,13595,13588,161093,161094,13586,13585,13597,29842,13592,13596,13594,29843,282087,88750,88751,88752,13589,13590,355343,13591,29844	Pathogenic,Benign,Benign/Likely_benign,Conflicting_interpretations_of_pathogenicity,Benign,_risk_factor,Likely_benign	None	None	None	None	None	None	None	None	None	1	50	T	
hsa:100526794 hsa:115024 hsa:22978 hsa:30833 hsa:4907 hsa:51251 hsa:56953 hsa:84618 hsa:93034	[NT5C][NT5E]	Lamivudine,Pentoxifylline	DB00709,DB00806	True,	True	rs774200574,rs373328681,rs387906620,rs1291546673,rs755218216,rs1032949700,rs2229524	frameshift,nonsense,missense,initiation	DM,DP	29687,29688	Pathogenic	None	None	None	None	None	None	None	None	None	2	7	T	
hsa:102157402 hsa:122481 hsa:158067 hsa:203 hsa:204 hsa:205 hsa:221264 hsa:26289 hsa:390877	[AK2][AK4]	Tenofovir disoproxil,Adefovir Dipivoxil	DB00300,DB00718	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	0	T	
hsa:1441 hsa:2057 hsa:2690 hsa:3454 hsa:3455 hsa:3559 hsa:3560 hsa:3561 hsa:3563 hsa:3566 hsa:3570 hsa:3575 hsa:5618 hsa:9180&hsa:3716 hsa:3717 hsa:3718	[IFNAR1][IFNAR2][IL2RA][IL2RB][IL2RG][JAK1][JAK2][JAK3][PRLR]	Peginterferon alfa-2a,Interferon alfa-n1,Interferon alfa-n3,Peginterferon alfa-2b,Interferon beta-1a,Interferon beta-1b,Interferon alfacon-1,Interferon Alfa-2b Recombinant,Aldesleukin,Ruxolitinib,Tofacitinib,Baricitinib,Fluoxymesterone	DB00008,DB00011,DB00018,DB00022,DB00060,DB00068,DB00069,DB00105,DB00041,DB08877,DB08895,DB11817,DB01185		True	rs141601938,rs556687593,rs2257167,rs777131808,rs2850015,rs775739391,rs1051393,rs2229207,rs886041032,rs886041038,rs886041037,rs796051888,rs796051887,rs41295061,rs11594656,rs12722522,rs7072793,rs12722489,rs12722508,rs2104286,rs61839660,rs749152355,rs1064793338,rs587776729,rs1293196743,rs193922348,rs776710796,rs111033622,rs137852511,rs1064794027,rs886041334,rs1057520293,rs868130123,rs1064793347,rs111033619,rs111033620,rs137852507,rs111033621,rs137852508,rs137852509,rs1057520644,rs1057521062,rs1057517950,rs111033618,rs869320660,rs869320659,rs111033617,rs137852510,rs193922347,rs1131691652,rs869320658,rs750334757,rs886039387,rs886041333,rs375122732,rs760807400,rs869312953,rs1269973066,rs77375493,rs760667430,rs1346944271,rs1486560342,rs150221602,rs41316003,rs751548297,rs2230723,rs1016673565,rs139504737,rs1887428,rs182123615,rs121912473,rs1310916062,rs193922364,rs755706305,rs55778349,rs3213409,rs747131454,rs1009464631,rs1198251679,rs147181709,rs886039394,rs140655992,rs3212723,rs138201425,rs968177323,rs201233697,rs1467075214,rs1206783733,rs149316157,rs750687910,rs1435749725,rs774202259,rs786205517,rs1257606008,rs35785705,rs199868795,rs773308335,rs748216175,rs767428670,rs137852624,rs137852625,rs137852626,rs193922361,rs749481781,rs1160856608,rs976205515,rs760051760,rs1410068654,rs193922362,rs72478580,rs2228482,rs398122522	noncoding,inframe,gross,missense,regulatory,frameshift,nonsense,initiation,canonical-splice,splice	DP,DFP,DM,DM?	,218160,7288,14668,203516,203515,203518,203517,14669,14670,465830,418645,10024,36386,10025,463382,430100,10028,419664,488696,280036,377975,418656,10019,10020,10016,10022,36389,10018,379561,381532,372730,10027,225196,225195,503682,10026,10023,36385,429886,449330,463379,225194,265194,280035,225075,29763,134553,134555,134563,134559,36423,36422,134573,265205,134580,381576,191102,191101,384359,134571,9360,9363,9364,36415,328503,36416,88996,89027	,Pathogenic,risk_factor,association,Benign,Pathogenic/Likely_pathogenic,Uncertain_significance,Likely_pathogenic,not_provided,Benign/Likely_benign,Conflicting_interpretations_of_pathogenicity	True	None	None	None	None	None	None	None	None	13	112	T	
hsa:1440 hsa:1442 hsa:1443 hsa:2056 hsa:2688 hsa:2689 hsa:3439 hsa:3440 hsa:3441 hsa:3442 hsa:3443 hsa:3444 hsa:3445 hsa:3446 hsa:3447 hsa:3448 hsa:3449 hsa:3451 hsa:3452 hsa:3456 hsa:3558 hsa:3562 hsa:3565 hsa:3569 hsa:3574 hsa:5008 hsa:5617	[IL2][IL3][IL6]	Pseudoephedrine,Cefazolin,Apremilast,Zinc,Ginseng	DB00852,DB01327,DB05676,DB01593,DB01404		True	rs2069762,rs2069763,rs40401,rs31480,rs1800797,rs1800796,rs2069845,rs1800795	regulatory,splice,frameshift,missense,gross	DFP,DP,DM?,DM			None	None	None	None	None	None	None	None	None	5	8	T	
hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2069 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:374 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965	[FGF1][FGF2][INS][NGF][VEGFA]	Pazopanib,Sirolimus,Zinc,Clenbuterol,Minocycline,Gliclazide,Carvedilol,Vandetanib	DB06589,DB00877,DB01593,DB01407,DB01017,DB01120,DB01136,DB05294		True	rs34011,rs152524,rs777053892,rs2922979,rs6854081,rs1048201,rs7683093,rs80356664,rs80356663,rs80356669,rs80356667,rs80356666,rs80356672,rs80356670,rs80356671,rs80356668,rs121908273,rs121908272,rs121908261,rs121908260,rs121908278,rs121908274,rs121908277,rs121908276,rs397515521,rs121908259,rs13306444,rs765512575,rs886037863,rs535989053,rs121908279,rs148685531,rs28933985,rs121918102,rs121918101,rs3842752,rs571342427,rs748749585,rs397515519,rs915076855,rs689,rs797045623,rs886041083,rs574629011,rs11466112,rs6330,rs1272434944,rs756155710,rs185218985,rs775464274,rs45533131,rs3025039,rs2010963,rs1570360,rs699947,rs833061,rs1005230,rs149528656	regulatory,splice,canonical-splice,missense,frameshift,gross,noncoding,nonsense,initiation,inframe	DP,DM?,DFP,DM	,304060,21122,21123,13388,21117,21115,21114,21120,21118,13387,13389,68726,68733,13392,13391,13390,68729,68732,68731,68730,65588,65587,68727,304055,36401,253331,68728,13377,13378,13380,13381,13379,13382,13383,255531,435509,431443,431442,431444,65581,304059,211186,268153,14045,291993,290393,12223,12224	,Benign/Likely_benign,Pathogenic,not_provided,Likely_pathogenic,Uncertain_significance,Likely_benign,Conflicting_interpretations_of_pathogenicity,Benign,risk_factor	None	None	None	None	None	None	None	None	None	8	58	T	
hsa:1436 hsa:1956 hsa:1969 hsa:2064 hsa:2065 hsa:2066 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	[CSF1R][EGFR][EPHA2][ERBB2][ERBB4][FGFR1][FGFR2][FGFR3][FGFR4][FLT1][FLT3][FLT4][IGF1R][INSR][KDR][KIT][MET][NTRK1][NTRK2][PDGFRA][PDGFRB][TEK][IGF1R][KDR]	Imatinib,Sunitinib,Trastuzumab,Lidocaine,Gefitinib,Erlotinib,Lapatinib,Vandetanib,Afatinib,Osimertinib,Neratinib,Dasatinib,Regorafenib,Trastuzumab emtansine,Sorafenib,Ponatinib,Lenvatinib,Nintedanib,Thalidomide,Glycerin,Pazopanib,Axitinib,Midostaurin,Insulin Human,Insulin Lispro,Insulin Glargine,Insulin Pork,Insulin Aspart,Insulin Detemir,Insulin Glulisine,Cabozantinib,Nilotinib,Crizotinib,Amitriptyline,Mecasermin,Somatrem,Brigatinib,Ramucirumab	DB00619,DB01268,DB00072,DB00281,DB00317,DB00530,DB01259,DB05294,DB08916,DB09330,DB11828,DB01254,DB08896,DB05773,DB00398,DB08901,DB09078,DB09079,DB01041,DB09462,DB06589,DB06626,DB06595,DB00030,DB00046,DB00047,DB00071,DB01306,DB01307,DB01309,DB08875,DB04868,DB08865,DB00321,DB01277,DB09098,DB12267,DB05578		True	rs281860276,rs690016546,rs1342624234,rs587777245,rs766047383,rs281860268,rs281860269,rs281860270,rs281860271,rs281860273,rs281860274,rs387906662,rs281860277,rs281860278,rs281860279,rs281860280,rs397515556,rs397515555,rs281860281,rs690016555,rs690016556,rs690016557,rs690016561,rs690016547,rs690016548,rs690016549,rs690016550,rs690016551,rs690016553,rs690016552,rs587777247,rs397515557,rs690016562,rs690016566,rs780804532,rs10079250,rs690016558,rs690016559,rs690016560,rs690016563,rs690016564,rs690016565,rs1469140405,rs960200814,rs748641028,rs111943087,rs1801271,rs216140,rs281860267,rs281860272,rs281860275,rs690016554,rs587777246,rs1271819892,rs121434569,rs1050171,rs148934350,rs146795390,rs754426793,rs1140476,rs371228501,rs483352806,rs201061916,rs606231253,rs886037891,rs143884981,rs559717059,rs144943614,rs762336338,rs150036236,rs2227983,rs712829,rs884225,rs757313469,rs137853199,rs116506614,rs137853200,rs766078852,rs778989600,rs139787163,rs200490325,rs774131290,rs946986272,rs786205441,rs753345828,rs886041412,rs1136201,rs1058808,rs1196929947,rs747888253,rs142456637,rs763276772,rs763371007,rs6147150,rs377182929,rs192498312,rs397514262,rs397514263,rs878927700,rs868485519,rs190654033,rs1287533544,rs754487821,rs541322231,rs62626348,rs139728050,rs587776835,rs727505371,rs121909633,rs727505373,rs121909630,rs121909629,rs121909628,rs56234888,rs55642501,rs765615419,rs1131691929,rs749758370,rs121909632,rs121909631,rs121909634,rs727505376,rs121909641,rs121909640,rs781328162,rs121909642,rs768957161,rs727505369,rs121909635,rs121909637,rs121909638,rs923019674,rs121909639,rs397515445,rs767195580,rs17182463,rs1260404537,rs1064793123,rs780765366,rs121909645,rs121909636,rs1412996644,rs121909644,rs886037634,rs374473310,rs140382957,rs1413642890,rs749903780,rs727505370,rs397515444,rs377620009,rs397515446,rs727505377,rs200482627,rs397515481,rs869025669,rs869025670,rs398122946,rs869025672,rs398122945,rs770745123,rs200776757,rs747333248,rs876661335,rs1064793120,rs869025671,rs747842199,rs1383262590,rs1085307879,rs876661332,rs876661333,rs515726224,rs515726223,rs515726222,rs763771933,rs515726225,rs17175750,rs528376963,rs781310679,rs555706876,rs781608303,rs762089291,rs121909627,rs7012413,rs1044448253,rs876661334,rs148480919,rs4647904,rs747737281,rs747825610,rs121918503,rs879253720,rs879253718,rs886037837,rs35054928,rs121918504,rs779326224,rs1057519038,rs1057519045,rs121918506,rs1057519047,rs121918507,rs121918509,rs121918508,rs1057519040,rs755793,rs1057519042,rs938460066,rs1224606327,rs387906677,rs387906678,rs1057519039,rs775136828,rs55689343,rs141929882,rs121913474,rs757846343,rs377570596,rs780458049,rs121918493,rs121918489,rs121918487,rs121918488,rs121918492,rs121918494,rs121918490,rs79184941,rs77543610,rs121918505,rs776587763,rs121918497,rs121918501,rs121918510,rs1057519043,rs121918495,rs121918496,rs1434545235,rs1057519044,rs121918502,rs121913477,rs121913478,rs121918499,rs121918500,rs1057519036,rs387906676,rs121918498,rs45631563,rs2981578,rs121918491,rs1057519041,rs879253719,rs879253721,rs387907372,rs281865420,rs759113408,rs587778817,rs77722678,rs28928868,rs78311289,rs121913112,rs121913113,rs121913114,rs886043613,rs587778776,rs121913115,rs121913116,rs121913105,rs188723332,rs1057517964,rs757013992,rs267606808,rs373496046,rs587778816,rs587778773,rs587778769,rs769692611,rs1474187970,rs587778775,rs587777857,rs267606809,rs587778355,rs61735104,rs751554185,rs1453271838,rs745863884,rs28931614,rs121913482,rs121913483,rs121913484,rs75790268,rs28931615,rs28933068,rs121913103,rs121913101,rs4647924,rs121913479,rs121913485,rs80053154,rs397515514,rs17881656,rs351855,rs372605354,rs3138582,rs141440705,rs374468544,rs74412485,rs35602083,rs554971395,rs757718855,rs587776833,rs267606818,rs121909650,rs121909651,rs121909653,rs1451816005,rs121909656,rs121909655,rs121909654,rs144045237,rs121909657,rs201431522,rs202140363,rs760182219,rs55667289,rs146806202,rs34255532,rs113995355,rs121909652,rs1322503729,rs746570875,rs766700950,rs121912428,rs121912426,rs121912427,rs121912429,rs33958176,rs3743262,rs1413077368,rs1253103806,rs767278224,rs56248469,rs148662051,rs45611935,rs187980012,rs45553041,rs45451896,rs773205989,rs1238271705,rs1131691583,rs150221450,rs45512296,rs149470389,rs1165403164,rs28674628,rs775724610,rs587776820,rs938519025,rs2059806,rs1347473020,rs911929963,rs1329693158,rs121913160,rs387906540,rs957304581,rs1135401741,rs764221583,rs781007453,rs1799817,rs200921389,rs1331227306,rs887190835,rs761203947,rs767336985,rs1246915228,rs749713053,rs759636582,rs1324279061,rs886037750,rs1135401737,rs1135401739,rs1135401738,rs1135401740,rs1135401742,rs121913136,rs121913137,rs121913138,rs121913140,rs121913141,rs121913142,rs121913135,rs121913143,rs121913146,rs121913145,rs387906538,rs121913144,rs121913139,rs1799816,rs121913148,rs909008899,rs121913157,rs121913152,rs52836744,rs267607184,rs121913151,rs121913150,rs1295645322,rs121913153,rs121913155,rs749094324,rs121913154,rs121913159,rs121913158,rs121913156,rs52800171,rs52826008,rs121913147,rs182552223,rs13306449,rs371294434,rs1229730671,rs1160859936,rs111993466,rs1051690,rs1366600,rs7252268,rs764083259,rs587776819,rs756470654,rs1870377,rs2305948,rs34231037,rs34038364,rs56302315,rs753716162,rs766459956,rs760248367,rs35636987,rs750983015,rs2071559,rs1060502543,rs794726674,rs794726672,rs121913685,rs28933371,rs121913512,rs121913235,rs121913517,rs387907217,rs1057519710,rs121913521,rs3822214,rs121913513,rs144369407,rs72550822,rs139000082,rs776681643,rs121913679,rs121913680,rs794726671,rs143388949,rs761703470,rs121913507,rs115585711,rs121913687,rs121913684,rs17084733,rs6554199,rs794726675,rs72550820,rs768678989,rs771333219,rs761808213,rs34589476,rs180985111,rs753697730,rs56391007,rs794728016,rs1489302008,rs776693512,rs377336878,rs1235755029,rs771146873,rs200016433,rs45578433,rs45446492,rs121913668,rs121913669,rs121913670,rs121913671,rs121913246,rs121913243,rs786202724,rs121913245,rs121913244,rs1858830,rs1485714154,rs398122810,rs1365964228,rs778670571,rs80356675,rs80356676,rs774533432,rs768373757,rs763758904,rs764992664,rs80356677,rs121964868,rs1199981972,rs121964869,rs879253889,rs759637817,rs1455058410,rs756981419,rs763122825,rs759190964,rs1008878777,rs764816792,rs144901788,rs754452975,rs779155543,rs750477154,rs944740609,rs761967383,rs1324983370,rs606231467,rs1434897221,rs879253890,rs786205449,rs1181350293,rs1064793219,rs150651692,rs780724170,rs141592864,rs121964866,rs80356673,rs543320028,rs747711259,rs121964870,rs6336,rs6339,rs369353892,rs770727871,rs35669708,rs80356674,rs569227032,rs370828525,rs914061514,rs571192813,rs121434633,rs150692457,rs886041091,rs76950094,rs121908588,rs121908589,rs140943817,rs121908586,rs574683248,rs779173667,rs1215904714,rs181854060,rs397514550,rs878854825,rs375047532,rs201874958,rs368648130,rs140436230,rs552950826,rs55947416,rs397509381,rs397509382,rs367543286,rs144050370,rs863224946,rs368602685,rs138008832,rs1060499542,rs763239423,rs768472954,rs142621427,rs797044887,rs748119964,rs80338909,rs387906745,rs141769154,rs541217363,rs146169480,rs1306527531,rs753021890,rs35378598,rs572527340,rs35969327,rs202131936,rs772321726,rs533028014,rs573051752,rs534867466,rs80338908	inframe,frameshift,gross,missense,nonsense,regulatory,canonical-splice,synonymous,splice,noncoding,nonstop,initiation	DM,DM?,DFP,DP	38381,162109,120322,225329,38373,29811,38374,38375,38377,29813,29814,38380,38382,29810,38383,65685,65684,38378,162119,162120,162121,162125,162110,162111,162112,162113,162114,162116,162115,162118,65686,162126,162130,120324,352157,162122,162123,162124,162127,162128,162129,376271,29812,38376,38379,162117,120323,16613,45271,45282,376212,45276,126515,157499,254143,134021,360449,360482,13258,13262,13259,293408,190978,280146,13873,134082,134071,64625,64626,16297,180154,449023,16289,180156,16285,16283,16282,194891,449298,430370,16286,16287,16290,180160,16299,16298,16300,265428,431966,180152,16291,16294,16295,16296,50851,418207,16303,16293,16302,50849,196511,180153,50850,50852,180162,66079,223243,223244,66080,223246,66078,362896,445368,235088,418204,223245,426970,502125,235085,235086,235084,132647,132646,132645,132648,496784,16279,235087,196512,194786,13288,13297,13285,254237,13289,374811,374821,374823,374824,13294,13295,13298,13296,374813,134392,374815,29855,29856,374812,298998,376431,13270,13264,13263,13267,13266,13269,13271,13265,13272,13273,13290,265431,13276,13283,13284,13300,374816,13274,13275,449024,374817,374820,374819,13286,13278,13277,478046,13281,13293,13282,374809,478048,478049,29853,449398,374818,13268,374814,13291,13299,65916,16349,16347,16346,16348,16354,16355,16356,287276,65829,16357,16358,65855,372751,208701,446197,29703,65915,65823,65526,65826,156545,446185,134403,134409,16327,16328,16332,16339,16333,16330,16329,16337,16338,16331,16336,16335,16334,16340,16359,16342,16345,16344,16341,65562,65563,65564,134404,16326,,134451,16268,16259,16260,16261,16263,16267,16266,16265,16269,263032,263053,16264,16262,431965,14792,14790,14791,14793,14794,193818,446754,446755,284570,284292,446756,429770,195570,446757,14713,198697,14714,393296,393290,194701,504474,439835,208852,393292,393293,393294,393295,393291,14680,14682,14684,14683,14689,14690,14679,14691,14694,14693,14686,14692,14687,14707,14697,14709,14702,14699,14681,14701,14700,14703,14705,14704,14711,14710,14708,14695,330456,330438,330436,330356,14712,134603,134616,12318,134606,134611,409725,13850,13847,458966,375913,13864,13866,375909,13865,35502,375928,375916,41599,375930,458884,375919,409732,134621,375933,409758,393590,13843,13849,13845,161260,458885,13852,161259,13861,13858,348959,13851,221041,411918,411912,411910,41623,134649,41624,183686,485743,411899,134651,452678,13881,13882,13883,13884,13885,13887,186141,376126,376068,29920,21305,21306,21307,12310,12311,245651,418887,194476,161443,245653,190988,418391,12302,38360,12312,37077,12308,12303,21308,9127,268204,487685,13551,13552,135018,13546,39617,39618,240318,240305,407415,240366,259954,39588,39589,55848,55849,217122,135650,495300,375682,375237,208692,30053,30054,431835,374838,374839,366433,366393,366395,376738,9293,9294	Pathogenic,Uncertain_significance,Pathogenic/Likely_pathogenic,Benign,Likely_pathogenic,drug_response,Benign/Likely_benign,Likely_benign,Conflicting_interpretations_of_pathogenicity,not_provided,risk_factor,_risk_factor,,protective,_protective,_other	True	4966038,1903068	15,4	98903403,55142310	East Asian,European, East Asian	27506219,28537267	intron,intergenic_variant	0.000000002,1.0000000000000001e-11,2.0000000000000002e-11	True	38	597	TD	
hsa:216 hsa:8854	[ALDH1A1][ALDH1A2]	NADH,Tretinoin,Glycerin	DB00157,DB00755,DB09462	True,	True	rs115875978,rs763149416,rs1389877799	missense,gross	DM,DM?			None	None	None	None	None	None	None	None	None	3	3	T	
hsa:5914	RARA	Alitretinoin,Tretinoin	DB00523,DB00755		True		missense	DM?			None	None	None	None	None	None	None	None	None	2	1	T	
hsa:7031	TFF1	Raloxifene	DB00481		True	rs3761376	regulatory	DP			True	None	None	None	None	None	None	None	None	1	1	T	
